time,ERA5_tas,CMIP6_tas,bias_tas_CMIP6_minus_ERA5
1995-01-01,2.2585444274478785,-2.168752,-4.427296382480227
1995-02-01,3.7317040083349897,3.7127788,-0.018925201648588352
1995-03-01,7.070625391079637,6.8580422,-0.21258315093681457
1995-04-01,11.149428833743775,11.025116,-0.1243128669468998
1995-05-01,15.226172445034317,15.559184,0.3330116293675385
1995-06-01,18.936009301371197,20.505075,1.5690661533407173
1995-07-01,23.464750187804636,22.602102,-0.8626479081415503
1995-08-01,25.932517470812204,24.035492,-1.8970255274528292
1995-09-01,20.569323969862662,22.896475,2.327150868394174
1995-10-01,16.661761291213633,16.258066,-0.40369511384546897
1995-11-01,9.49678227154995,10.537374,1.0405912712356944
1995-12-01,3.53856753136145,5.151133,1.6125655290938723
1996-01-01,2.0137919102728774,3.304311,1.2905191267907212
1996-02-01,1.82302898228336,4.3062034,2.4831743830425674
1996-03-01,5.901154916087953,7.5699463,1.668791372974547
1996-04-01,9.836935666210595,13.245442,3.4085067242313
1996-05-01,15.537767378467917,16.337118,0.7993507703357938
1996-06-01,19.730347698466925,20.598684,0.8683366124461607
1996-07-01,22.590739039730167,24.19455,1.6038105208167082
1996-08-01,25.17293184833297,25.92449,0.7515581266426175
1996-09-01,21.542519839127106,22.604685,1.062164990584808
1996-10-01,16.10866565400473,17.162973,1.0543077499259326
1996-11-01,9.55006938857434,11.812001,2.26193183975818
1996-12-01,5.622978131759697,5.98349,0.3605118584746778
1997-01-01,1.302697025838662,4.0734963,2.77079931586666
1997-02-01,3.539462365987967,3.9259746,0.38651224147968444
1997-03-01,7.456037487129639,6.754242,-0.7017955437702641
1997-04-01,11.954073443570168,12.146861,0.19278763278481215
1997-05-01,15.96163083778257,16.359842,0.3982114626324691
1997-06-01,20.9562856658968,19.609976,-1.3463098510774643
1997-07-01,24.100847635364858,23.42933,-0.6715168095591935
1997-08-01,25.153834313655988,25.23469,0.08085539886842597
1997-09-01,20.762523265300874,21.979685,1.2171615644110396
1997-10-01,15.326422676836218,16.456839,1.1304159309518678
1997-11-01,11.444270643539333,13.128621,1.6843504578400612
1997-12-01,5.611586775729858,3.2153423,-2.3962444924809567
1998-01-01,2.478191220448353,4.444692,1.9665009144088246
1998-02-01,5.254983896003933,3.526418,-1.728565925346584
1998-03-01,7.97888753566248,7.6935425,-0.28534505519373
1998-04-01,13.688747839314587,13.009105,-0.6796431106158565
1998-05-01,17.36496711499252,14.88384,-2.481127507753751
1998-06-01,19.816385648086605,19.44522,-0.3711647008209802
1998-07-01,23.527491683937694,23.366556,-0.16093551633515446
1998-08-01,25.173257364328975,24.43576,-0.7374968662821004
1998-09-01,22.956393050308943,21.496878,-1.4595153800208571
1998-10-01,18.109656887045485,16.19398,-1.9156776237398212
1998-11-01,10.558567674553272,11.89386,1.335292188727978
1998-12-01,6.222446819287316,6.098989,-0.12345780943013818
1999-01-01,3.387423266382298,3.1331074,-0.25431584259994944
1999-02-01,3.801088213675867,5.2553,1.454211831337561
1999-03-01,7.253285080441718,7.324412,0.07112678860735411
1999-04-01,11.920394730030507,12.176564,0.25616948658326244
1999-05-01,16.10565787937976,15.868103,-0.23755485203600912
1999-06-01,20.580859859388447,19.958405,-0.6224553183728219
1999-07-01,23.299170644973874,23.81659,0.5174187104948764
1999-08-01,24.54326791397702,25.007853,0.4645846403442704
1999-09-01,22.805541838831346,22.200195,-0.6053465263313456
1999-10-01,16.375382464551844,17.06668,0.6912984436512808
1999-11-01,10.685530171409484,10.9574175,0.2718873166886606
1999-12-01,4.8767669400868074,7.684397,2.807630280524765
2000-01-01,2.422322859390516,1.4587911,-0.9635317226488778
2000-02-01,1.6740134944898826,5.2245994,3.5505858669297954
2000-03-01,6.985357730184158,7.269053,0.2836952521461642
2000-04-01,11.216073574592583,12.453868,1.2377943376998974
2000-05-01,15.584784173955777,15.860545,0.2757609844304536
2000-06-01,20.434020409814128,19.203522,-1.2304986812985028
2000-07-01,24.55201816446808,23.51644,-1.0355787266018694
2000-08-01,25.534623533190995,25.06542,-0.46920338243415927
2000-09-01,20.85838959501292,23.335562,2.4771721573064163
2000-10-01,16.352348963857207,16.621347,0.26899846351095746
2000-11-01,9.97556547648559,10.438365,0.46279950611939036
2000-12-01,5.081386939372506,4.7667136,-0.31467332014032845
2001-01-01,0.9333858996188514,-0.13269043,-1.0660763293063513
2001-02-01,3.045317256008758,1.1883749,-1.8569423790327448
2001-03-01,6.386100685353309,6.744578,0.35847719932076316
2001-04-01,12.19412547668765,11.65154,-0.5425856741363813
2001-05-01,16.957357196101118,15.677246,-1.2801111023511176
2001-06-01,20.823809571165686,19.949982,-0.8738278817125611
2001-07-01,24.743258179902977,23.277658,-1.4655997173785629
2001-08-01,25.674210788540805,24.25239,-1.4218208807038906
2001-09-01,21.79452582622838,22.235556,0.44102982257533085
2001-10-01,17.49322774280154,16.153452,-1.3397758232458763
2001-11-01,10.214239282055347,11.143718,0.9294784837527583
2001-12-01,4.123559056696643,7.3305764,3.207017363133679
2002-01-01,3.655691011114193,3.4437969,-0.21189413802154178
2002-02-01,4.882276413570048,3.9270122,-0.9552642084461462
2002-03-01,8.663334806295516,8.020558,-0.6427764490567469
2002-04-01,12.674582353373852,11.818624,-0.8559588105882074
2002-05-01,16.206546288545567,16.695578,0.4890313329143936
2002-06-01,20.34212861171439,19.49354,-0.848588801533726
2002-07-01,23.60347602985747,23.56605,-0.03742645405180767
2002-08-01,24.214006178141464,24.877838,0.6638319566241613
2002-09-01,21.191437927925822,22.680338,1.488899977957967
2002-10-01,15.282029090609186,17.067514,1.7854853289464785
2002-11-01,7.682416842993235,13.157664,5.475247456017995
2002-12-01,4.8328729251245,6.7617493,1.9288763424536253
2003-01-01,1.3577164704220497,2.5621033,1.2043868010623253
2003-02-01,4.413392863342218,1.5520325,-2.861360392639093
2003-03-01,6.799414742518291,7.9196067,1.1201919431201368
2003-04-01,11.898071861516954,12.664154,0.7660821912174214
2003-05-01,16.39421564358305,15.342275,-1.0519409777505295
2003-06-01,20.170273849021925,20.01296,-0.15731341506196372
2003-07-01,21.958172230003168,23.612265,1.654092403175543
2003-08-01,23.849478233915306,25.03238,1.1829009164753188
2003-09-01,21.646860467009432,22.629202,0.9823414220286537
2003-10-01,15.972985636745227,17.248077,1.2750917558328982
2003-11-01,11.887150013663222,10.817576,-1.0695736052769913
2003-12-01,5.190364760044816,6.799398,1.6090331853592366
2004-01-01,2.3842339182470087,4.266337,1.8821029996301886
2004-02-01,5.021669182408208,4.174347,-0.8473222585800828
2004-03-01,7.200744467039725,7.3863626,0.1856180856030969
2004-04-01,12.256313800239889,11.344655,-0.9116587633136195
2004-05-01,16.35648095633788,15.985168,-0.37131249930662946
2004-06-01,20.805856963185285,20.7388,-0.06705691435715977
2004-07-01,24.420833817578142,24.525482,0.10464836015623291
2004-08-01,24.98518831409321,26.017792,1.032603433953664
2004-09-01,21.813094874185467,23.579163,1.7660677234707833
2004-10-01,16.31694575621847,17.606232,1.2892859332346553
2004-11-01,11.945027905207892,13.630768,1.6857399170577327
2004-12-01,6.311881032702158,4.4947815,-1.817099538561533
2005-01-01,1.8536712679092464,4.7177224,2.864051148014826
2005-02-01,1.8257345045171478,3.0931294,1.2673948919214508
2005-03-01,5.800318580011101,6.261892,0.4615732618773265
2005-04-01,12.23803624838112,12.614308,0.37627210885765017
2005-05-01,15.584847595549254,15.712555,0.12770733609137075
2005-06-01,21.123390216308177,19.890554,-1.2328357882075913
2005-07-01,24.269466743780253,23.170889,-1.098577843023417
2005-08-01,25.252714758025466,24.714691,-0.5380235959160906
2005-09-01,22.11373120494812,21.69581,-0.4179208869549562
2005-10-01,16.524715683327997,15.696462,-0.8282540057767278
2005-11-01,11.194679220063925,10.745494,-0.44918533120894466
2005-12-01,1.3530792125536797,6.3693337,5.016254531495393
2006-01-01,3.028376619158177,1.037496,-1.9908806484321637
2006-02-01,3.038889823819058,4.1200867,1.081196846102817
2006-03-01,6.455619525719322,6.2851157,-0.17050380687776912
2006-04-01,10.627254070603955,12.040558,1.4133037907241697
2006-05-01,15.47010197215994,16.137033,0.6669314903644743
2006-06-01,19.621176674668266,18.64158,-0.9795960930032273
2006-07-01,22.567004769867257,22.408213,-0.15879210812409283
2006-08-01,26.38029510912997,24.6043,-1.7759955638418852
2006-09-01,20.998020712811485,23.08899,2.090968545001015
2006-10-01,18.349782931652477,16.415253,-1.9345302461056022
2006-11-01,11.276943635862345,12.711639,1.4346957684345298
2006-12-01,5.582998723295183,7.2434793,1.6604805285663895
2007-01-01,3.926298944996061,-0.06351725,-3.989816195116701
2007-02-01,6.23375631157334,2.0045063,-4.2292499620097415
2007-03-01,7.586579286297322,6.2696433,-1.3169359795651445
2007-04-01,11.445909444996866,10.41389,-1.0320195600481359
2007-05-01,16.280365514492093,16.227701,-0.052664327358304064
2007-06-01,20.517208942951644,19.814707,-0.7025021405834799
2007-07-01,22.75308022483145,23.267252,0.514171743552339
2007-08-01,25.922193975315793,25.936502,0.014308481349246449
2007-09-01,22.569141206271784,23.359283,0.7901422409938412
2007-10-01,17.05322723706148,17.265951,0.2127239195547297
2007-11-01,10.292098120201066,11.403127,1.1110285964127034
2007-12-01,5.911924932269264,7.0086875,1.0967625639160383
2008-01-01,2.83336402411347,2.3822327,-0.4511313580978449
2008-02-01,2.4204508803292235,7.548879,5.128428266246704
2008-03-01,7.856030824936332,9.122212,1.2661815850368123
2008-04-01,12.38833385065226,13.049194,0.6608604852852409
2008-05-01,16.029011562854453,16.310486,0.2814742769892966
2008-06-01,19.41345726573317,19.892782,0.4793249455705393
2008-07-01,24.771319276422137,23.005514,-1.7658051315246759
2008-08-01,24.671288434950018,23.91326,-0.758028928724432
2008-09-01,22.201633134533395,22.008371,-0.1932617813839812
2008-10-01,17.725981027028848,16.89979,-0.8261912168481835
2008-11-01,10.606562318117447,10.455333,-0.15122956207496685
2008-12-01,5.579151037286955,5.9982605,0.4191094607599197
2009-01-01,2.690567111403016,4.89385,2.203282738297912
2009-02-01,5.912144266229292,3.9246216,-1.9875226841980416
2009-03-01,7.5338262219692,7.193105,-0.3407210011745221
2009-04-01,12.119487393197572,11.668202,-0.4512849929900522
2009-05-01,16.784364958982746,17.198313,0.41394780041666834
2009-06-01,20.359152362856694,20.608511,0.249358608212642
2009-07-01,22.97659107102677,24.123648,1.1470566187925648
2009-08-01,24.325160175018553,26.000214,1.6750534480283221
2009-09-01,21.73543743474059,22.611908,0.8764705242437856
2009-10-01,17.376403028776302,16.566864,-0.809539015104427
2009-11-01,10.097158119078987,10.831431,0.7342732697759935
2009-12-01,4.248908809820222,7.541433,3.292524047693206
2010-01-01,1.6213288134916664,2.747467,1.1261382275239586
2010-02-01,4.130438944233759,4.298879,0.16844020234216917
2010-03-01,6.179999794512795,6.9685364,0.7885365824403303
2010-04-01,9.837527404673663,13.905894,4.068366874806317
2010-05-01,15.411087194406798,16.27056,0.8594721165062875
2010-06-01,21.10805143749411,20.398315,-0.7097360078066117
2010-07-01,24.681205128480354,24.409048,-0.2721570480360178
2010-08-01,26.611509660596923,25.787527,-0.8239825762463369
2010-09-01,22.734907712237803,23.217987,0.4830793483090723
