time,ERA5_pr,CMIP6_pr,bias_pr_CMIP6_minus_ERA5
2002-07-01,6.773393091403929,3.0161037,-3.7572893468970934
2002-08-01,11.008703100667182,3.9333162,-7.075386869893256
2002-09-01,2.618178565193897,3.1032515,0.48507289202045856
2002-10-01,2.217479591439489,1.084798,-1.1326816130383048
2002-11-01,1.551994677554923,2.3103144,0.758319739330453
2002-12-01,2.2811608552017937,1.8591882,-0.42197265615851975
2003-01-01,1.995652055937051,2.3551185,0.35946645717024883
2003-02-01,2.140885795363728,3.0504904,0.909604583969768
2003-03-01,2.224549396454847,2.3991735,0.17462410169883968
2003-04-01,5.297285659707849,6.224732,0.9274462624418094
2003-05-01,5.534171970820804,2.137573,-3.396598967051883
2003-06-01,5.946599268078795,4.496126,-1.4504730931520369
2003-07-01,11.31380041313155,10.19766,-1.1161399669645586
2003-08-01,8.757382170882225,4.703943,-4.053439395155907
2003-09-01,5.606654317929672,4.2086844,-1.3979698735021815
2003-10-01,0.6966307291442112,2.875106,2.178475367123489
2003-11-01,2.839506014461311,2.9539557,0.11444963586827894
2003-12-01,1.3397156927259737,0.9951112,-0.3446044656904512
2004-01-01,1.3040732806051452,1.7476763,0.44360297271364146
2004-02-01,1.6601143205956579,1.4922212,-0.16789308436671502
2004-03-01,1.4929960141146585,4.9096665,3.416670524123867
2004-04-01,3.0766962647673943,5.8591847,2.7824884772064826
2004-05-01,4.082818552365599,2.149204,-1.9336145366337876
2004-06-01,4.991161696727883,7.6852174,2.6940556837957983
2004-07-01,6.7707533872064545,1.6355616,-5.135191801780124
2004-08-01,7.936330413464915,3.9379756,-3.998354768399607
2004-09-01,6.844171636539804,6.6519723,-0.19219934268604444
2004-10-01,1.1365525619301275,0.51663166,-0.619920899084516
2004-11-01,1.767687635782959,2.6697044,0.9020168014729004
2004-12-01,1.9720595761992001,2.1917608,0.2197012022279239
2005-01-01,1.3161418882364544,2.5099823,1.193840459251949
2005-02-01,1.9573086697820488,1.9121836,-0.04512502739465862
2005-03-01,2.528356166710731,2.280307,-0.24804911219107773
2005-04-01,1.9922167668934738,3.5062447,1.5140278925303543
2005-05-01,2.0345285538929447,3.282776,1.2482475634318844
2005-06-01,3.025169329595968,8.632336,5.607166333245829
2005-07-01,6.8190863767054255,3.716606,-3.102480474987286
2005-08-01,5.208608523520456,4.1902285,-1.018380061301218
2005-09-01,5.748391137564222,2.0267458,-3.7216453413606088
2005-10-01,1.0152570808027386,0.66853577,-0.3467213118169903
2005-11-01,1.4553308313343962,1.4321151,-0.023215753361984115
2005-12-01,1.5972043224695305,1.4034514,-0.19375287975102462
2006-01-01,1.234968853609545,1.645617,0.4106481545996836
2006-02-01,1.6672344417310152,2.6979086,1.0306741981768217
2006-03-01,1.0947505713663757,2.3156416,1.2208910702504456
2006-04-01,3.6093681484894797,3.5285664,-0.08080178801584692
2006-05-01,4.752499932512927,6.313057,1.5605570132878546
2006-06-01,4.90014183230691,2.932608,-1.967533943131495
2006-07-01,11.602284345133251,3.9783962,-7.623888167841381
2006-08-01,2.8681398223990953,2.3601658,-0.5079739879722154
2006-09-01,3.2842045409082026,1.5908123,-1.6933922154306025
2006-10-01,1.6316554199362645,0.9483192,-0.6833362232352147
2006-11-01,1.959915877346923,0.72858095,-1.2313349256562491
2006-12-01,1.2553162212806284,5.742744,4.487427747682995
2007-01-01,0.9072790314373625,1.2393514,0.3320723603549348
2007-02-01,1.4482498562110637,2.8831053,1.434855421804073
2007-03-01,2.9255876918508847,4.395331,1.469743214063422
2007-04-01,1.6643616064262678,6.330612,4.66625057619092
2007-05-01,3.0940389676047277,4.0413823,0.9473433451699305
2007-06-01,4.249467399389887,4.414702,0.1652345392392638
2007-07-01,6.7703167860948215,4.1371737,-2.6331431334458957
2007-08-01,7.77589021247305,4.6120152,-3.1638749651280795
2007-09-01,8.573987512475655,4.022546,-4.551441697961495
2007-10-01,1.9248908030489782,0.67810935,-1.2467814552286962
2007-11-01,0.9612071755474175,1.2557539,0.29454669923133003
2007-12-01,1.8977376292730355,3.341335,1.4435974289392448
2008-01-01,1.8321838565423791,0.9886556,-0.8435282297685449
2008-02-01,1.2324314774918037,7.0211825,5.788751059587054
2008-03-01,2.130987536350449,3.4476376,1.3166500216329493
2008-04-01,2.2303754941033342,5.5034785,3.2731030329657576
2008-05-01,3.016708835894617,4.715896,1.6991872937135373
2008-06-01,5.253721719229107,1.5613033,-3.6924184612869073
2008-07-01,5.25351606152875,8.88424,3.6307240889229098
2008-08-01,4.7218814766487105,7.999056,3.2771743857780473
2008-09-01,2.364271988877071,3.065094,0.7008220052635541
2008-10-01,1.386671158121105,0.91528726,-0.47138390188026036
2008-11-01,1.5255603531241773,0.90790135,-0.6176590064406751
2008-12-01,1.549400540440673,2.3272412,0.7778406418865975
2009-01-01,1.807286291797374,3.808552,2.001265734951283
2009-02-01,1.6565027802590109,1.5157605,-0.14074223929679164
2009-03-01,2.2384755706531236,3.0526943,0.8142187500255873
2009-04-01,2.110744904039595,3.4690435,1.3582985892312789
2009-05-01,3.2850036344784184,5.825588,2.540584591839941
2009-06-01,4.158647902649869,5.096239,0.9375911873159515
2009-07-01,10.89740546619452,2.6304197,-8.266985735054384
2009-08-01,4.120424838635493,4.9425173,0.8220924419431199
2009-09-01,1.6613285423369184,2.070997,0.4096684574036822
2009-10-01,1.6561424453042817,0.44527543,-1.210867019393332
2009-11-01,2.523041985926858,0.6532341,-1.8698078617432032
2009-12-01,1.6825526274885467,2.9900725,1.3075198612962433
2010-01-01,1.6087220232439512,1.301176,-0.30754607128624856
2010-02-01,2.8008878874209846,3.1696625,0.3687745881649529
2010-03-01,3.1583111224567477,0.8394491,-2.3188620148098056
2010-04-01,3.3303198821916067,2.0192137,-1.31110620573897
2010-05-01,3.5763132189050437,6.2598476,2.683534422086167
2010-06-01,3.4722844980182046,2.96247,-0.5098144433917398
2010-07-01,6.334921457880065,3.484772,-2.850149490945861
2010-08-01,5.982350374496387,5.3115225,-0.6708278906707035
2010-09-01,6.383899174807933,4.7478437,-1.6360554324373275
2010-10-01,2.1450568295517285,0.37454355,-1.7705132819214184
2010-11-01,0.6611548597770942,0.81712985,0.15597499061047904
2010-12-01,2.407352241891573,1.6750803,-0.7322719425141315
2011-01-01,1.296357575641507,0.6783971,-0.6179604565962495
2011-02-01,2.2826817496065486,1.3140503,-0.9686314327959407
2011-03-01,1.0337563274358572,3.8202279,2.7864715339685615
2011-04-01,3.032612466510086,5.122004,2.089391565624924
2011-05-01,3.580806534284069,5.6392465,2.058439929491566
2011-06-01,7.347706088141561,4.46898,-2.8787262526313073
2011-07-01,8.550922178856625,3.013832,-5.537090086571469
2011-08-01,5.307700057647755,4.195524,-1.1121758419495125
2011-09-01,3.107993880551614,5.039314,1.9313199126307592
2011-10-01,2.6286392434889074,0.84614396,-1.7824952825361486
2011-11-01,3.51683490748411,0.66113025,-2.855704657983835
2011-12-01,1.5082647253327561,2.7746239,1.2663591455168532
2012-01-01,1.4608844973540969,1.0117857,-0.44909875173336933
2012-02-01,1.4005795011982618,1.5611039,0.160524438811809
2012-03-01,2.835098000615556,5.0828896,2.2477915562692097
2012-04-01,4.494785847877497,2.9483173,-1.5464685585250804
2012-05-01,1.3667274218388439,3.9539082,2.5871807831935048
2012-06-01,3.9999661126331,2.8208234,-1.1791426816180852
2012-07-01,7.921117870195277,7.4185143,-0.502603618486293
2012-08-01,8.868144385181877,3.0014982,-5.866646162830802
2012-09-01,5.833164340548588,3.971491,-1.861673242144657
2012-10-01,1.8547996437673475,0.8857045,-0.9690951264028456
2012-11-01,2.491440575852939,2.4422123,-0.049228232636996605
2012-12-01,3.082501887261563,4.4775386,1.3950366984012788
2013-01-01,1.5268571932505604,1.1026891,-0.4241680462550159
2013-02-01,1.873715235155953,3.4820116,1.6082963214694133
2013-03-01,1.8868872982860783,1.1956102,-0.69127713269007
2013-04-01,2.6202512487564174,7.1030755,4.482824255546561
2013-05-01,3.2900552817145603,4.783256,1.4932007722100002
2013-06-01,3.5780474675633,5.2698636,1.6918161379359677
2013-07-01,6.84768523359627,3.903042,-2.944643155578081
2013-08-01,3.6971234276234752,4.628029,0.930905442005431
2013-09-01,2.9841611042682143,4.4244056,1.4402444705303696
2013-10-01,2.877876754872522,1.043922,-1.8339548073932739
2013-11-01,2.3227350359215815,0.44691387,-1.8758211677327234
2013-12-01,1.6746810047329197,3.470033,1.7953519256412258
2014-01-01,1.210925100081938,1.8163625,0.6054374001087968
2014-02-01,1.6654056604830083,1.8062879,0.14088222422921093
2014-03-01,2.4348661193430625,2.4388034,0.003937315028885724
2014-04-01,2.2289878079407988,3.8252935,1.596305733013791
2014-05-01,1.9564832041451832,5.3863826,3.429899375658284
2014-06-01,2.3667794979582255,6.230376,3.863596268795925
2014-07-01,4.44787995111485,4.8804307,0.43255074727992504
2014-08-01,9.131727314700258,2.807167,-6.324560261477602
2014-09-01,3.1673691800686785,4.0007496,0.8333804079440168
2014-10-01,3.1361460695787478,0.7601183,-2.3760277638956118
2014-11-01,2.282377049679567,1.2100794,-1.0722976181457535
2014-12-01,2.0664713333072373,0.72428966,-1.3421816776218125
